timestamp,ear,pitch,yaw,roll,drowsiness_score,alert_level
2026-03-16 15:24:26,0.302,63624.17,-4105.47,1658.84,0.0,none
2026-03-16 15:24:27,0.277,63050.85,-4701.69,1633.95,0.4,none
2026-03-16 15:24:28,0.257,62731.85,-2791.75,1227.77,6.1,none
2026-03-16 15:24:29,0.253,-63069.38,-909.19,-255.78,41.9,warning_head
2026-03-16 15:24:30,0.270,-63455.71,102.22,-221.45,38.4,warning_head
2026-03-16 15:24:31,0.253,-63027.60,-324.88,-306.74,39.2,warning_head
2026-03-16 15:24:32,0.244,-62679.77,-650.07,-262.73,39.2,warning_head
2026-03-16 15:24:34,0.287,-63130.71,-424.69,-224.89,35.6,warning_head
2026-03-16 15:24:35,0.288,-63371.91,75.18,-189.95,33.9,escalated
2026-03-16 15:24:36,0.251,-63240.58,-2899.65,27.41,33.6,escalated
2026-03-16 15:24:37,0.262,-63283.03,-1795.78,38.65,32.0,escalated
2026-03-16 15:24:38,0.261,-63461.99,-1084.33,-107.52,29.1,escalated
2026-03-16 15:24:39,0.256,-64024.14,-1982.42,183.37,32.3,escalated
2026-03-16 15:24:40,0.218,-63994.69,-1073.98,139.52,38.1,escalated
2026-03-16 15:24:41,0.236,-64171.97,-1216.38,210.30,44.4,escalated
2026-03-16 15:24:42,0.277,-63862.56,-2034.42,-7.69,40.3,escalated
2026-03-16 15:24:43,0.284,-63913.53,-2186.58,34.61,35.6,escalated
2026-03-16 15:24:44,0.271,-63914.08,-1658.17,76.19,31.0,escalated
2026-03-16 15:24:45,0.254,-63852.83,-897.43,-20.94,48.5,escalated
2026-03-16 15:24:46,0.145,-63921.23,-1494.47,-109.72,70.5,escalated
2026-03-16 15:24:47,0.132,-64268.23,-752.68,-1.81,84.3,escalated
2026-03-16 15:24:48,0.081,-64012.57,-1078.41,77.07,85.0,escalated
2026-03-16 15:24:49,0.269,-63738.82,-1095.73,-21.27,81.8,warning_head
